city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Trenton,Trenton,NC,North Carolina,37103,Jones,37103,Jones,35.064,-77.3553,285,484,polygon,FALSE,TRUE,America/New_York,3,28585,1840016445
Stanfield,Stanfield,NC,North Carolina,37167,Stanly,37167,Stanly,35.2336,-80.4303,1517,131,polygon,FALSE,TRUE,America/New_York,3,28163,1840016365
Sanford,Sanford,NC,North Carolina,37105,Lee,37105,Lee,35.4874,-79.1772,34557,389,polygon,FALSE,TRUE,America/New_York,3,27330 27332 27331,1840015421
Cofield,Cofield,NC,North Carolina,37091,Hertford,37091,Hertford,36.3567,-76.9105,382,46,polygon,FALSE,TRUE,America/New_York,3,27922,1840017704
Thomasville,Thomasville,NC,North Carolina,37057,Davidson,37057,Davidson,35.8813,-80.0807,26615,612,polygon,FALSE,TRUE,America/New_York,3,27360 27361,1840015361
Aurora,Aurora,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.303,-76.7889,512,212,polygon,FALSE,TRUE,America/New_York,3,27806,1840015398
Casar,Casar,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.5127,-81.6168,293,64,polygon,FALSE,TRUE,America/New_York,3,28020,1840016333
Mebane,Mebane,NC,North Carolina,37001,Alamance,37001|37135,Alamance|Orange,36.0876,-79.2756,14973,633,polygon,FALSE,TRUE,America/New_York,3,27302,1840015328
Vass,Vass,NC,North Carolina,37125,Moore,37125,Moore,35.2533,-79.2845,774,93,polygon,FALSE,TRUE,America/New_York,3,28394,1840016357
Forest Hills,Forest Hills,NC,North Carolina,37099,Jackson,37099,Jackson,35.2958,-83.1954,382,297,polygon,FALSE,TRUE,America/New_York,3,28723,1840001769
Cape Carteret,Cape Carteret,NC,North Carolina,37031,Carteret,37031,Carteret,34.6973,-77.0572,2062,315,polygon,FALSE,TRUE,America/New_York,3,28584,1840015498
Lowgap,Lowgap,NC,North Carolina,37171,Surry,37171,Surry,36.5233,-80.8671,359,121,polygon,FALSE,FALSE,America/New_York,3,27024,1840025761
Greenevers,Greenevers,NC,North Carolina,37061,Duplin,37061,Duplin,34.8271,-77.9247,638,157,polygon,FALSE,TRUE,America/New_York,3,28458,1840016469
Lillington,Lillington,NC,North Carolina,37085,Harnett,37085,Harnett,35.3999,-78.814,3719,300,polygon,FALSE,TRUE,America/New_York,3,27546,1840016326
Gorman,Gorman,NC,North Carolina,37063,Durham,37063,Durham,36.0418,-78.8091,807,108,polygon,FALSE,FALSE,America/New_York,3,27704,1840013363
Colerain,Colerain,NC,North Carolina,37015,Bertie,37015,Bertie,36.2015,-76.7663,183,268,polygon,FALSE,TRUE,America/New_York,3,27924,1840016149
Liberty,Liberty,NC,North Carolina,37151,Randolph,37151,Randolph,35.8556,-79.5682,2659,327,polygon,FALSE,TRUE,America/New_York,3,27298,1840016252
Bakersville,Bakersville,NC,North Carolina,37121,Mitchell,37121,Mitchell,36.0154,-82.1582,445,226,polygon,FALSE,TRUE,America/New_York,3,28705,1840015345
New London,New London,NC,North Carolina,37167,Stanly,37167,Stanly,35.4346,-80.2198,611,121,polygon,FALSE,TRUE,America/New_York,3,28127,1840016366
High Point,High Point,NC,North Carolina,37081,Guilford,37081|37057|37151|37067,Guilford|Davidson|Randolph|Forsyth,35.9905,-79.9937,177874,771,polygon,FALSE,TRUE,America/New_York,2,27282 27235 27262 27263 27265 27260 27261 27264 27268,1840014479
Pineville,Pineville,NC,North Carolina,37119,Mecklenburg,37119,Mecklenburg,35.0864,-80.8915,8746,508,polygon,FALSE,TRUE,America/New_York,3,28134,1840016354
Grandfather,Grandfather,NC,North Carolina,37011,Avery,37011,Avery,36.0987,-81.8482,24,5,polygon,FALSE,TRUE,America/New_York,3,28646,1840033009
Midway,Midway,NC,North Carolina,37057,Davidson,37057,Davidson,35.9751,-80.2204,4792,237,polygon,FALSE,TRUE,America/New_York,3,27127 27107,1840022708
Snow Hill,Snow Hill,NC,North Carolina,37079,Greene,37079,Greene,35.4505,-77.6768,1526,382,polygon,FALSE,TRUE,America/New_York,3,28580,1840017829
Angier,Angier,NC,North Carolina,37085,Harnett,37085,Harnett,35.5105,-78.7394,5091,680,polygon,FALSE,TRUE,America/New_York,3,27501,1840015423
East Spencer,East Spencer,NC,North Carolina,37159,Rowan,37159,Rowan,35.6821,-80.4275,1550,376,polygon,FALSE,TRUE,America/New_York,3,28039 28144,1840016266
Advance,Advance,NC,North Carolina,37059,Davie,37059,Davie,35.9468,-80.4045,726,39,polygon,FALSE,FALSE,America/New_York,3,27006,1840024909
Franklinton,Franklinton,NC,North Carolina,37069,Franklin,37069,Franklin,36.1011,-78.4522,2132,514,polygon,FALSE,TRUE,America/New_York,3,27525,1840016118
Norwood,Norwood,NC,North Carolina,37167,Stanly,37167,Stanly,35.2338,-80.1142,2409,203,polygon,FALSE,TRUE,America/New_York,3,28128,1840016367
Grifton,Grifton,NC,North Carolina,37147,Pitt,37147|37107,Pitt|Lenoir,35.3804,-77.4334,3752,500,polygon,FALSE,TRUE,America/New_York,3,28530,1840016277
Grover,Grover,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.1735,-81.452,699,282,polygon,FALSE,TRUE,America/New_York,3,28073,1840016336
Nags Head,Nags Head,NC,North Carolina,37055,Dare,37055,Dare,35.9475,-75.6275,2904,170,polygon,FALSE,TRUE,America/New_York,3,27959,1840016492
Lowesville,Lowesville,NC,North Carolina,37109,Lincoln,37109,Lincoln,35.4193,-80.9999,2971,168,polygon,FALSE,FALSE,America/New_York,3,28164,1840013436
Morrisville,Morrisville,NC,North Carolina,37183,Wake,37183,Wake,35.8366,-78.8348,26461,1177,polygon,FALSE,TRUE,America/New_York,3,27560,1840016195
Piney Green,Piney Green,NC,North Carolina,37133,Onslow,37133,Onslow,34.7498,-77.3209,13573,384,polygon,FALSE,FALSE,America/New_York,3,28546 28544,1840013558
Navassa,Navassa,NC,North Carolina,37019,Brunswick,37019,Brunswick,34.283,-78.029,1895,54,polygon,FALSE,TRUE,America/New_York,3,28451,1840016687
Farmville,Farmville,NC,North Carolina,37147,Pitt,37147,Pitt,35.5955,-77.5913,4868,539,polygon,FALSE,TRUE,America/New_York,3,27828,1840016275
Kannapolis,Kannapolis,NC,North Carolina,37025,Cabarrus,37025|37159,Cabarrus|Rowan,35.4764,-80.6403,48806,577,polygon,FALSE,TRUE,America/New_York,3,28027 28083 28081 28082,1840014560
South Mills,South Mills,NC,North Carolina,37029,Camden,37029,Camden,36.4379,-76.3308,192,41,polygon,FALSE,FALSE,America/New_York,3,27976,1840025766
Myrtle Grove,Myrtle Grove,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.123,-77.8834,10610,610,polygon,FALSE,FALSE,America/New_York,3,28409,1840013632
Rose Hill,Rose Hill,NC,North Carolina,37061,Duplin,37061,Duplin,34.8263,-78.0259,1635,439,polygon,FALSE,TRUE,America/New_York,3,28458,1840017883
Bunn,Bunn,NC,North Carolina,37069,Franklin,37069,Franklin,35.9591,-78.2519,366,261,polygon,FALSE,TRUE,America/New_York,3,27508,1840015321
Davis,Davis,NC,North Carolina,37031,Carteret,37031,Carteret,34.7996,-76.4641,350,61,polygon,FALSE,FALSE,America/New_York,3,28524,1840025836
Pumpkin Center,Pumpkin Center,NC,North Carolina,37133,Onslow,37133,Onslow,34.786,-77.3642,1478,450,polygon,FALSE,FALSE,America/New_York,3,28546,1840013559
Black Mountain,Black Mountain,NC,North Carolina,37021,Buncombe,37021,Buncombe,35.6142,-82.3275,8150,470,polygon,FALSE,TRUE,America/New_York,3,28711 28770,1840015392
Knightdale,Knightdale,NC,North Carolina,37183,Wake,37183,Wake,35.7917,-78.4966,15849,892,polygon,FALSE,TRUE,America/New_York,3,27610 27545,1840016194
Denver,Denver,NC,North Carolina,37109,Lincoln,37109,Lincoln,35.5344,-81.034,2727,177,polygon,FALSE,FALSE,America/New_York,3,28037,1840024951
Rockingham,Rockingham,NC,North Carolina,37153,Richmond,37153,Richmond,34.9386,-79.7608,23513,447,polygon,FALSE,TRUE,America/New_York,3,28379 28380,1840014617
Richlands,Richlands,NC,North Carolina,37133,Onslow,37133,Onslow,34.9003,-77.5427,1698,402,polygon,FALSE,TRUE,America/New_York,3,28574,1840017901
Proctorville,Proctorville,NC,North Carolina,37155,Robeson,37155,Robeson,34.4751,-79.037,117,99,polygon,FALSE,TRUE,America/New_York,3,28375 28369,1840017905
Concord,Concord,NC,North Carolina,37025,Cabarrus,37025,Cabarrus,35.3932,-80.6363,250186,563,polygon,FALSE,TRUE,America/New_York,2,28025 28027 28026,1840014559
Stovall,Stovall,NC,North Carolina,37077,Granville,37077,Granville,36.4475,-78.5689,413,152,polygon,FALSE,TRUE,America/New_York,3,27582 27565,1840016052
Fairmont,Fairmont,NC,North Carolina,37155,Robeson,37155,Robeson,34.4947,-79.1135,2458,368,polygon,FALSE,TRUE,America/New_York,3,28340,1840016538
Hookerton,Hookerton,NC,North Carolina,37079,Greene,37079,Greene,35.423,-77.5895,392,474,polygon,FALSE,TRUE,America/New_York,3,28538,1840016313
Manns Harbor,Manns Harbor,NC,North Carolina,37055,Dare,37055,Dare,35.8934,-75.7733,1021,96,polygon,FALSE,FALSE,America/New_York,3,27953,1840025784
Ocean Isle Beach,Ocean Isle Beach,NC,North Carolina,37019,Brunswick,37019,Brunswick,33.9011,-78.4393,612,63,polygon,FALSE,TRUE,America/New_York,3,28469,1840016689
McAdenville,McAdenville,NC,North Carolina,37071,Gaston,37071,Gaston,35.2652,-81.0805,660,188,polygon,FALSE,TRUE,America/New_York,3,28101 28098,1840016394
Barker Ten Mile,Barker Ten Mile,NC,North Carolina,37155,Robeson,37155,Robeson,34.6825,-78.9889,936,158,polygon,FALSE,FALSE,America/New_York,3,28358,1840033014
Glen Raven,Glen Raven,NC,North Carolina,37001,Alamance,37001,Alamance,36.1247,-79.4649,2841,312,polygon,FALSE,FALSE,America/New_York,3,27217,1840013357
Hildebran,Hildebran,NC,North Carolina,37023,Burke,37023,Burke,35.7181,-81.4211,2007,273,polygon,FALSE,TRUE,America/New_York,3,28637,1840016230
West Jefferson,West Jefferson,NC,North Carolina,37009,Ashe,37009,Ashe,36.3944,-81.4898,1290,229,polygon,FALSE,TRUE,America/New_York,3,28694,1840016029
Glenville,Glenville,NC,North Carolina,37099,Jackson,37099,Jackson,35.1718,-83.1273,76,21,polygon,FALSE,FALSE,America/New_York,3,28736,1840025822
East Laurinburg,East Laurinburg,NC,North Carolina,37165,Scotland,37165,Scotland,34.7691,-79.445,281,572,polygon,FALSE,TRUE,America/New_York,3,28352,1840016500
Cedar Rock,Cedar Rock,NC,North Carolina,37027,Caldwell,37027,Caldwell,35.9436,-81.458,295,97,polygon,FALSE,TRUE,America/New_York,3,28645,1840017756
Leggett,Leggett,NC,North Carolina,37065,Edgecombe,37065,Edgecombe,35.9896,-77.58,56,30,polygon,FALSE,TRUE,America/New_York,3,27886,1840016174
Wagram,Wagram,NC,North Carolina,37165,Scotland,37165,Scotland,34.8891,-79.3652,787,208,polygon,FALSE,TRUE,America/New_York,3,28396,1840016502
Efland,Efland,NC,North Carolina,37135,Orange,37135,Orange,36.0806,-79.1718,921,199,polygon,FALSE,FALSE,America/New_York,3,27243,1840025778
Winterville,Winterville,NC,North Carolina,37147,Pitt,37147,Pitt,35.5288,-77.3994,9654,805,polygon,FALSE,TRUE,America/New_York,3,28590,1840016279
Hays,Hays,NC,North Carolina,37193,Wilkes,37193,Wilkes,36.2469,-81.1142,1762,110,polygon,FALSE,FALSE,America/New_York,3,28635 28659,1840013337
Princeton,Princeton,NC,North Carolina,37101,Johnston,37101,Johnston,35.4669,-78.1612,1333,467,polygon,FALSE,TRUE,America/New_York,3,27569,1840017793
Seagrove,Seagrove,NC,North Carolina,37151,Randolph,37151,Randolph,35.5398,-79.7789,227,82,polygon,FALSE,TRUE,America/New_York,3,27341,1840017781
Godwin,Godwin,NC,North Carolina,37051,Cumberland,37051,Cumberland,35.2133,-78.677,140,104,polygon,FALSE,TRUE,America/New_York,3,28344,1840016441
Davidson,Davidson,NC,North Carolina,37119,Mecklenburg,37119,Mecklenburg,35.4862,-80.8271,12684,846,polygon,FALSE,TRUE,America/New_York,3,28036 28035,1840016353
Elizabeth City,Elizabeth City,NC,North Carolina,37139,Pasquotank,37139,Pasquotank,36.2942,-76.236,22717,588,polygon,FALSE,TRUE,America/New_York,3,27909 27906 27907,1840013315
Hallsboro,Hallsboro,NC,North Carolina,37047,Columbus,37047,Columbus,34.3189,-78.5934,408,48,polygon,FALSE,FALSE,America/New_York,3,28442,1840025858
Maiden,Maiden,NC,North Carolina,37035,Catawba,37035,Catawba,35.5853,-81.2201,3690,238,polygon,FALSE,TRUE,America/New_York,3,28658 28650,1840016281
Cramerton,Cramerton,NC,North Carolina,37071,Gaston,37071,Gaston,35.2344,-81.0735,4376,440,polygon,FALSE,TRUE,America/New_York,3,28032 28012,1840016395
Dover,Dover,NC,North Carolina,37049,Craven,37049,Craven,35.2155,-77.4337,393,158,polygon,FALSE,TRUE,America/New_York,3,28526,1840016400
Hoopers Creek,Hoopers Creek,NC,North Carolina,37089,Henderson,37089,Henderson,35.4481,-82.4294,1268,70,polygon,FALSE,FALSE,America/New_York,3,28732,1840024956
Horse Shoe,Horse Shoe,NC,North Carolina,37089,Henderson,37089,Henderson,35.3423,-82.5568,2455,127,polygon,FALSE,FALSE,America/New_York,3,28791 28742 28739,1840024957
Greenville,Greenville,NC,North Carolina,37147,Pitt,37147,Pitt,35.5956,-77.3768,128385,998,polygon,FALSE,TRUE,America/New_York,2,27834 27858 27833 27835 27836,1840013407
Hendersonville,Hendersonville,NC,North Carolina,37089,Henderson,37089,Henderson,35.3241,-82.4578,13954,742,polygon,FALSE,TRUE,America/New_York,3,28792 28791 28739 28793,1840014561
Roxobel,Roxobel,NC,North Carolina,37015,Bertie,37015,Bertie,36.2015,-77.2398,215,79,polygon,FALSE,TRUE,America/New_York,3,27872,1840017738
Pollocksville,Pollocksville,NC,North Carolina,37103,Jones,37103,Jones,35.0055,-77.2212,288,358,polygon,FALSE,TRUE,America/New_York,3,28573,1840016446
St. Helena,St. Helena,NC,North Carolina,37141,Pender,37141,Pender,34.5166,-77.9174,424,29,polygon,FALSE,TRUE,America/New_York,3,28425,1840017926
Silver Lake,Silver Lake,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.1408,-77.909,6669,1044,polygon,FALSE,FALSE,America/New_York,3,28412,1840032901
Polkville,Polkville,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.4163,-81.644,540,112,polygon,FALSE,TRUE,America/New_York,3,28150,1840014551
Troutman,Troutman,NC,North Carolina,37097,Iredell,37097,Iredell,35.6871,-80.8832,2680,186,polygon,FALSE,TRUE,America/New_York,3,28166,1840016217
Earl,Earl,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.1954,-81.534,257,115,polygon,FALSE,TRUE,America/New_York,3,28073 28152,1840016334
Lexington,Lexington,NC,North Carolina,37057,Davidson,37057,Davidson,35.8017,-80.2682,18775,403,polygon,FALSE,TRUE,America/New_York,3,27292 27295 27294,1840015360
Patterson Springs,Patterson Springs,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.233,-81.5162,617,261,polygon,FALSE,TRUE,America/New_York,3,28073 28152,1840016338
Dortches,Dortches,NC,North Carolina,37127,Nash,37127,Nash,36.0114,-77.8572,943,45,polygon,FALSE,TRUE,America/New_York,3,27809 27804,1840016165
Huntersville,Huntersville,NC,North Carolina,37119,Mecklenburg,37119,Mecklenburg,35.4057,-80.8729,56212,535,polygon,FALSE,TRUE,America/New_York,3,28078 28070,1840016349
Old Hundred,Old Hundred,NC,North Carolina,37165,Scotland,37165,Scotland,34.8246,-79.5922,360,143,polygon,FALSE,FALSE,America/New_York,3,28351,1840024991
Burnsville,Burnsville,NC,North Carolina,37199,Yancey,37199,Yancey,35.9164,-82.2974,1638,401,polygon,FALSE,TRUE,America/New_York,3,28714,1840015353
Wanchese,Wanchese,NC,North Carolina,37055,Dare,37055,Dare,35.8396,-75.6379,1619,133,polygon,FALSE,FALSE,America/New_York,3,27981,1840013370
Ellerbe,Ellerbe,NC,North Carolina,37153,Richmond,37153,Richmond,35.0718,-79.7595,980,287,polygon,FALSE,TRUE,America/New_York,3,28338,1840016475
Flat Rock,Flat Rock,NC,North Carolina,37089,Henderson,37089,Henderson,35.2678,-82.4526,3331,158,polygon,FALSE,TRUE,America/New_York,3,28739 28731,1840017857
Boardman,Boardman,NC,North Carolina,37047,Columbus,37047,Columbus,34.4365,-78.9468,155,19,polygon,FALSE,TRUE,America/New_York,3,28438,1840015567
Vander,Vander,NC,North Carolina,37051,Cumberland,37051,Cumberland,35.0347,-78.7888,1227,127,polygon,FALSE,FALSE,America/New_York,3,28312,1840013489
Prospect,Prospect,NC,North Carolina,37155,Robeson,37155,Robeson,34.7358,-79.2251,931,91,polygon,FALSE,FALSE,America/New_York,3,28372 28364,1840033013
Alamance,Alamance,NC,North Carolina,37001,Alamance,37001,Alamance,36.0283,-79.4894,1015,515,polygon,FALSE,TRUE,America/New_York,3,27201 27215,1840017736
Goldsboro,Goldsboro,NC,North Carolina,37191,Wayne,37191,Wayne,35.3777,-77.972,58972,476,polygon,FALSE,TRUE,America/New_York,3,27534 27530 27531 27532 27533,1840013432
Hope Mills,Hope Mills,NC,North Carolina,37051,Cumberland,37051,Cumberland,34.9689,-78.9559,16135,841,polygon,FALSE,TRUE,America/New_York,3,28348 28306,1840016438
Laurel Park,Laurel Park,NC,North Carolina,37089,Henderson,37089,Henderson,35.3118,-82.5039,2315,319,polygon,FALSE,TRUE,America/New_York,3,28739,1840016369
Roper,Roper,NC,North Carolina,37187,Washington,37187,Washington,35.8786,-76.617,562,253,polygon,FALSE,TRUE,America/New_York,3,27970,1840017778
Ruffin,Ruffin,NC,North Carolina,37157,Rockingham,37157,Rockingham,36.4428,-79.5433,419,35,polygon,FALSE,FALSE,America/New_York,3,27326,1840025767
Dellview,Dellview,NC,North Carolina,37071,Gaston,37071,Gaston,35.3865,-81.4127,7,23,polygon,FALSE,TRUE,America/New_York,3,28021,1840016397
Swansboro,Swansboro,NC,North Carolina,37133,Onslow,37133,Onslow,34.6957,-77.1356,19686,589,polygon,FALSE,TRUE,America/New_York,3,28584,1840016532
Belhaven,Belhaven,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.5428,-76.6232,1580,383,polygon,FALSE,TRUE,America/New_York,3,27810,1840015400
Westport,Westport,NC,North Carolina,37109,Lincoln,37109,Lincoln,35.5103,-80.9784,3942,414,polygon,FALSE,FALSE,America/New_York,3,28037,1840013435
Bowmore,Bowmore,NC,North Carolina,37093,Hoke,37093,Hoke,34.9358,-79.2999,55,6,polygon,FALSE,FALSE,America/New_York,3,28376,1840013505
Gamewell,Gamewell,NC,North Carolina,37027,Caldwell,37027,Caldwell,35.8637,-81.5979,3971,188,polygon,FALSE,TRUE,America/New_York,3,28645,1840016188
Oak Ridge,Oak Ridge,NC,North Carolina,37081,Guilford,37081,Guilford,36.1738,-79.992,6917,164,polygon,FALSE,TRUE,America/New_York,3,27284 27310,1840016141
Dobson,Dobson,NC,North Carolina,37171,Surry,37171,Surry,36.3927,-80.7238,1556,299,polygon,FALSE,TRUE,America/New_York,3,27017,1840016030
Mount Gilead,Mount Gilead,NC,North Carolina,37123,Montgomery,37123,Montgomery,35.2162,-80.0046,1161,128,polygon,FALSE,TRUE,America/New_York,3,27306,1840016359
Belwood,Belwood,NC,North Carolina,37045,Cleveland,37045,Cleveland,35.4794,-81.5227,943,29,polygon,FALSE,TRUE,America/New_York,3,28090,1840015424
Harmony,Harmony,NC,North Carolina,37097,Iredell,37097,Iredell,35.9591,-80.7735,572,163,polygon,FALSE,TRUE,America/New_York,3,28634,1840016216
Gerton,Gerton,NC,North Carolina,37089,Henderson,37089,Henderson,35.4758,-82.3504,302,31,polygon,FALSE,FALSE,America/New_York,3,28735,1840025824
Indian Trail,Indian Trail,NC,North Carolina,37179,Union,37179,Union,35.0699,-80.6453,38980,680,polygon,FALSE,TRUE,America/New_York,3,28104 28110 28079,1840016453
Half Moon,Half Moon,NC,North Carolina,37133,Onslow,37133,Onslow,34.8298,-77.4591,7696,400,polygon,FALSE,FALSE,America/New_York,3,28546 28540,1840013556
Creedmoor,Creedmoor,NC,North Carolina,37077,Granville,37077,Granville,36.1224,-78.6764,4518,333,polygon,FALSE,TRUE,America/New_York,3,27522,1840014434
Maggie Valley,Maggie Valley,NC,North Carolina,37087,Haywood,37087,Haywood,35.524,-83.0642,1199,142,polygon,FALSE,TRUE,America/New_York,3,28751 28785,1840016295
Moncure,Moncure,NC,North Carolina,37037,Chatham,37037,Chatham,35.6239,-79.0768,736,60,polygon,FALSE,FALSE,America/New_York,3,27559,1840025794
Germanton,Germanton,NC,North Carolina,37067,Forsyth,37067|37169,Forsyth|Stokes,36.2587,-80.236,853,188,polygon,FALSE,FALSE,America/New_York,3,27019,1840024898
Spencer,Spencer,NC,North Carolina,37159,Rowan,37159,Rowan,35.6987,-80.425,3256,409,polygon,FALSE,TRUE,America/New_York,3,28144 28159,1840017787
Fontana Dam,Fontana Dam,NC,North Carolina,37075,Graham,37075,Graham,35.4328,-83.8248,7,4,polygon,FALSE,TRUE,America/New_York,3,28771 28733,1840043448
Newton,Newton,NC,North Carolina,37035,Catawba,37035,Catawba,35.6631,-81.2332,13098,367,polygon,FALSE,TRUE,America/New_York,3,28658,1840014523
Ranlo,Ranlo,NC,North Carolina,37071,Gaston,37071,Gaston,35.2889,-81.1293,3599,765,polygon,FALSE,TRUE,America/New_York,3,28054,1840017864
Falcon,Falcon,NC,North Carolina,37051,Cumberland,37051,Cumberland,35.1937,-78.6489,312,87,polygon,FALSE,TRUE,America/New_York,3,28342 28344 28334,1840016440
Rolesville,Rolesville,NC,North Carolina,37183,Wake,37183,Wake,35.9241,-78.466,7666,637,polygon,FALSE,TRUE,America/New_York,3,27571 27587,1840017759
Pinehurst,Pinehurst,NC,North Carolina,37125,Moore,37125,Moore,35.1922,-79.4682,44299,372,polygon,FALSE,TRUE,America/New_York,3,28374 28370,1840017852
Denton,Denton,NC,North Carolina,37057,Davidson,37057,Davidson,35.6378,-80.1106,1657,305,polygon,FALSE,TRUE,America/New_York,3,27239,1840016223
Franklinville,Franklinville,NC,North Carolina,37151,Randolph,37151,Randolph,35.7421,-79.6893,1175,279,polygon,FALSE,TRUE,America/New_York,3,27316 27248,1840016253
Woodlawn,Woodlawn,NC,North Carolina,37001,Alamance,37001,Alamance,36.1158,-79.2898,853,99,polygon,FALSE,FALSE,America/New_York,3,27302,1840134907
Oak Island,Oak Island,NC,North Carolina,37019,Brunswick,37019,Brunswick,33.9433,-78.1366,12890,161,polygon,FALSE,TRUE,America/New_York,3,28422 28465,1840016688
Tar Heel,Tar Heel,NC,North Carolina,37017,Bladen,37017,Bladen,34.7332,-78.7903,140,290,polygon,FALSE,TRUE,America/New_York,3,28392,1840016565
Chocowinity,Chocowinity,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.5148,-77.1017,790,302,polygon,FALSE,TRUE,America/New_York,3,27817,1840016302
Sunset Beach,Sunset Beach,NC,North Carolina,37019,Brunswick,37019,Brunswick,33.892,-78.5104,3894,222,polygon,FALSE,TRUE,America/New_York,3,28468 28459,1840016685
Whitakers,Whitakers,NC,North Carolina,37127,Nash,37127|37065,Nash|Edgecombe,36.1057,-77.713,712,335,polygon,FALSE,TRUE,America/New_York,3,27891,1840016166
Brogden,Brogden,NC,North Carolina,37191,Wayne,37191,Wayne,35.2961,-78.025,2349,409,polygon,FALSE,FALSE,America/New_York,3,28333,1840013431
Hot Springs,Hot Springs,NC,North Carolina,37115,Madison,37115,Madison,35.892,-82.8291,574,70,polygon,FALSE,TRUE,America/New_York,3,28743 28753,1840016209
Ahoskie,Ahoskie,NC,North Carolina,37091,Hertford,37091,Hertford,36.2843,-76.9898,4789,432,polygon,FALSE,TRUE,America/New_York,3,27910,1840015277
Columbus,Columbus,NC,North Carolina,37149,Polk,37149,Polk,35.266,-82.1985,992,107,polygon,FALSE,TRUE,America/New_York,3,28722 28756,1840016404
Stokes,Stokes,NC,North Carolina,37147,Pitt,37147,Pitt,35.7106,-77.2677,709,61,polygon,FALSE,FALSE,America/New_York,3,27884,1840024931
Emerald Isle,Emerald Isle,NC,North Carolina,37031,Carteret,37031,Carteret,34.6649,-77.0291,3683,288,polygon,FALSE,TRUE,America/New_York,3,28594,1840016484
Granite Falls,Granite Falls,NC,North Carolina,37027,Caldwell,37027,Caldwell,35.7965,-81.4233,4659,343,polygon,FALSE,TRUE,America/New_York,3,28630,1840016189
Bath,Bath,NC,North Carolina,37013,Beaufort,37013,Beaufort,35.4702,-76.8119,244,263,polygon,FALSE,TRUE,America/New_York,3,27808 27889,1840015399
Wadesboro,Wadesboro,NC,North Carolina,37007,Anson,37007,Anson,34.9645,-80.0746,5255,309,polygon,FALSE,TRUE,America/New_York,3,28170,1840016450
Holden Beach,Holden Beach,NC,North Carolina,37019,Brunswick,37019,Brunswick,33.912,-78.3182,638,89,polygon,FALSE,TRUE,America/New_York,3,28462,1840016682
Salisbury,Salisbury,NC,North Carolina,37159,Rowan,37159,Rowan,35.6657,-80.491,33849,587,polygon,FALSE,TRUE,America/New_York,3,28146 28144 28147 28145,1840015384
Valle Crucis,Valle Crucis,NC,North Carolina,37189,Watauga,37189,Watauga,36.2074,-81.786,298,25,polygon,FALSE,FALSE,America/New_York,3,28604 28679,1840024902
Mount Holly,Mount Holly,NC,North Carolina,37071,Gaston,37071,Gaston,35.3136,-81.0072,15635,556,polygon,FALSE,TRUE,America/New_York,3,28120 28012 28236,1840014590
Grantsboro,Grantsboro,NC,North Carolina,37137,Pamlico,37137,Pamlico,35.1449,-76.8447,652,65,polygon,FALSE,TRUE,America/New_York,3,28529,1840016424
Kure Beach,Kure Beach,NC,North Carolina,37129,New Hanover,37129,New Hanover,34.0003,-77.9077,2105,924,polygon,FALSE,TRUE,America/New_York,3,28449 28428,1840016676
Bolivia,Bolivia,NC,North Carolina,37019,Brunswick,37019,Brunswick,34.0699,-78.1472,152,92,polygon,FALSE,TRUE,America/New_York,3,28422,1840015579
Pinebluff,Pinebluff,NC,North Carolina,37125,Moore,37125,Moore,35.1087,-79.4712,1487,221,polygon,FALSE,TRUE,America/New_York,3,28373,1840016358
Danbury,Danbury,NC,North Carolina,37169,Stokes,37169,Stokes,36.4113,-80.2122,183,88,polygon,FALSE,TRUE,America/New_York,3,27016,1840016034
Mesic,Mesic,NC,North Carolina,37137,Pamlico,37137,Pamlico,35.2034,-76.645,209,78,polygon,FALSE,TRUE,America/New_York,3,28515,1840016422
Waynesville,Waynesville,NC,North Carolina,37087,Haywood,37087,Haywood,35.4853,-82.9996,9971,436,polygon,FALSE,TRUE,America/New_York,3,28786 28738,1840016297
Plymouth,Plymouth,NC,North Carolina,37187,Washington,37187,Washington,35.8587,-76.7487,3844,335,polygon,FALSE,TRUE,America/New_York,3,27962,1840016242
Bryson City,Bryson City,NC,North Carolina,37173,Swain,37173,Swain,35.4262,-83.4474,1455,257,polygon,FALSE,TRUE,America/New_York,3,28713,1840015413
Rutherford College,Rutherford College,NC,North Carolina,37023,Burke,37023,Burke,35.7507,-81.5269,1314,224,polygon,FALSE,TRUE,America/New_York,3,28612 28671,1840017777
Wentworth,Wentworth,NC,North Carolina,37157,Rockingham,37157,Rockingham,36.3914,-79.751,2713,73,polygon,FALSE,TRUE,America/New_York,3,27320,1840016056
Beulaville,Beulaville,NC,North Carolina,37061,Duplin,37061,Duplin,34.9227,-77.7726,1315,334,polygon,FALSE,TRUE,America/New_York,3,28518,1840015485
